PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,Class
0.0585495503756456,-0.01907419756032741,-0.01620421565131196,-0.008053839333273173,0.010382574777758918,-0.00012722520595871185,-0.0008150854174291448,0.0039169065305830674,0.00463760464190588,0.004227299671588426,0.0062268467691249645,-0.0017553604478047367,-0.0014490399425448133,-0.006526315458404742,-0.004514035159005635,-0.010253357301381799,0.00969652046633662,-0.013519907412759718,0.005195349275608948,-0.0032261139709354966,-0.007738581514488728,0.002194265980645726,0.008912066930167068,9.695572343818364e-05,0.03151373596668355,-0.005732871183016934,0.004661747343871237,0.00011992239731444688,-0.006865892383215373,-0.010235327609844556,0.01261536819189249,0.005338510276727155,0.002527470487193426,-0.005770690748593403,-0.004814427335354687,0.005529103585152813,-0.00450849761208508,-0.007755539029921393,0.008684504324479047,-0.0020996687442109223,0.0037382096935486466,0.020644580804458572,1083_1.jpg
0.08408327066950237,0.005413403012176341,0.007679989307418903,-0.018370766913738186,-0.005887996013507398,-0.016856759838539223,0.003432796403674181,-0.01600099115292763,-0.007177804079092478,-0.01105335846819791,0.011668007429167255,0.020679412054562907,0.0070294557844575115,-0.024246943056831397,0.011358914348022098,0.0001021171833770024,0.0005793027333683797,-0.014358908831432477,0.005085121580329793,-0.007484956252773421,0.010333313552361507,-0.010509870109449546,-0.001257980315418782,-0.005972287899635741,-0.009777016924488109,0.008664160472784526,-0.006151837592903745,0.00429587871797575,0.00673152662463575,-0.0035798459580386006,0.005369876828053399,-0.009275032817796338,0.00016742734127782942,0.008111527683005002,0.003395276789318579,-0.008280918414291143,0.0007584057712069611,0.0010151159217395523,-0.011359876486284736,0.005996982524815335,-0.001938021435593206,0.004822961558697002,1126_A_1.jpg
0.01760184239379705,-0.027546022929638744,-0.025688932928102357,-6.893069229948215e-05,0.008337023990716248,-0.018052565840995866,0.00017722068421940627,-0.01804171245343174,-0.012771080710228202,-0.007973815742602561,0.0008081585619102039,0.0027143234689081903,0.004116199016392192,-0.003328288242419953,-0.0016695842515774574,-0.007252995651745906,0.004493350914913005,0.0038258813685625374,0.010313350044955486,-0.011868093648835485,0.00852461299703777,0.0004939796355541376,0.005082482665142858,-0.006720874432559585,0.00047947204501757267,-0.004603534200070643,-0.0008790102875497004,0.005675768294955137,-0.0001386899787693647,0.009743445931520045,-0.0033549877608811396,-0.0021617759752276294,-0.0012327605449027757,0.0045662058601061775,-0.00874974005545559,-0.0011621366223592364,-0.0025964949233036223,-0.002171767087462287,-0.005890594461743587,0.002151339885309003,-0.012047604376267175,0.004534078207856161,1126_B_1.jpg
0.03207007280653114,-0.031154224188743564,-0.041699522087201624,0.0026315166949341705,0.02947708593459049,0.01047950322778002,0.0017249694169580582,0.011165067117467438,-0.0016431309200796184,0.01232547953509131,0.008640097285613095,0.003431227638351817,-0.004063643119578179,0.012965214963317716,0.0014895887109324896,-0.007142565080895541,0.002915178224338254,0.0013456781815822886,-0.00026599980701169624,0.0004317353993104283,-0.005113285463460274,-0.007055021858066362,0.004832001213771987,-0.009906240198424015,-0.00968575895770187,-0.00012657437856875448,0.007151009231644523,0.007536034871794434,-0.006370816219548455,-0.006604435988326478,-0.017245747709745417,-0.007833590969963961,-0.011702984198025266,0.0017858274714490341,0.003782066869153656,0.01654343327699628,0.002011562635224645,-0.00025097612953378255,-0.0027931909481102007,-0.00596729065690772,0.02497323932472673,0.002802247412566828,1198_1.jpg
0.11178152131451863,0.03926682026131903,-0.0073241982126260275,-0.00329312581502576,0.004277744962037849,-0.003685857880670934,0.00252512934195239,0.005617994607604353,0.0005270523494115089,-0.007239846284944848,0.0026905708992439516,0.03259784096116422,0.005712523654304826,-0.022142011779725513,0.0036648056741262042,0.0066295811232092985,-0.014231922043239448,-0.010926837876154671,0.0031394169258048537,-0.0021345140449791347,0.0036736987893242496,-0.024962231908212677,-0.0042869614968113565,-0.0049882303482608635,0.0009244838008860109,-0.0017973863334909011,0.007499735865240897,-0.0002862233205603438,-0.0005521214902686005,-0.009996802192021668,0.009574698386125383,0.008999915057272843,-0.0016363850323768778,0.002821171397403915,0.011111999799919831,-0.0019026233345073066,-0.0017719536130678482,-0.012431095491134836,-0.0015381445926511052,-0.00925999648957917,0.005004889776190837,-0.008110134219357825,1199_1.jpg
-0.05742305014126242,0.009394371488455632,-0.04949302857289407,-0.023654344156315784,-0.030887858640997638,0.005835321323606605,0.0005469789806783029,0.00920956500317214,-0.0024594883598725737,0.002829814554867222,0.007433629351134484,0.00023108715769637537,-0.0016637968420478327,5.394280112489743e-06,0.0005130876787878846,-0.007371306910920059,0.003259947368107463,-0.013654215367921902,-0.00010207045089715759,-0.004150937679258832,-0.0034681257021907798,0.0010667084551814572,0.009132283816795594,-0.004875500192128202,0.013922467590894286,-0.0037483371149419882,-0.005992671162842667,-0.01169572361624635,-0.006383593900827347,-0.008249747589321824,-0.0022664604271761496,-0.005974619719867645,-0.00653655285527137,-0.0010008955616394876,-0.0031128336430107377,-0.002515514251783238,-0.0015361124582185328,0.006533129265399883,0.004427173448891124,-0.00028383394558634863,-0.003183396606342117,0.005795835693540685,1281_1.jpg
-0.03861336216284574,-0.010835347352911827,-0.01445379378701046,0.019693162590416403,-0.012677124539493123,-0.01826296758239548,-0.004629524776917166,-0.007108898325071304,0.015353899776593665,-0.0045202280496515305,0.013844950564018669,-0.012000520226858649,0.006048165237974104,0.001703695860474992,0.0007079068313435769,0.0018070735013664852,-0.0045074021160664696,-0.0035566552788585887,-0.003391721632500183,0.01755242821024543,0.0025630702433357957,-0.010094189120721233,0.01412294213426883,-0.002105311953879496,-0.0025748500195060344,0.0036964742649033063,0.004608525165832921,0.011956853828236478,-0.012146071077423383,-0.0031324482909516832,-0.01234477460259366,0.012830819022926336,0.0006125842105664442,0.011983994169343365,0.003316985545790099,-0.006019169246567281,0.010648240596847259,0.013543036517241763,0.0031196249410634213,-0.006878034018154547,-0.007830433591573798,0.0027232774058865462,1282_1.jpg
-0.026552844164842982,-0.024687855421036665,-0.00098180081036795,0.014087234146932973,-0.006980293510256862,-0.007003034018828594,-0.008751890033376139,-0.006763735414194647,-0.006887478695805901,0.014788550108658767,0.014300667805627052,-0.011641105276200605,0.014930966830957662,-0.015659494322794364,0.009372375984220697,0.0037118293216368108,-0.012961771286602307,-0.013993412643943647,0.016586139694504766,0.0016530897916386448,-0.018693700459902683,0.014982802689941867,-0.008437730139939219,-0.0007513802061788721,-0.005576070438066227,0.005697452584690961,0.00029582654145177703,0.0017943590789722842,-0.003358055014282347,-0.001021070245176116,-0.005598634554179176,-0.0027037968075753296,0.0034995707172757167,0.004095609120374002,5.964089220145306e-06,-0.0018000172394188744,0.005939012989169516,-0.003494071292408731,0.003047737970246053,0.012056994256168534,0.0005522024270650557,-0.003021757944833413,1283_1.jpg
0.11478767870933668,0.04877803007170352,-0.010736903711146436,0.006781518929052231,0.0042826260848050106,0.003488635605739988,-0.00281824559063804,-0.007265364567071934,0.00689534502494668,0.004772805769025199,-0.005005085424378485,-0.003036678398365566,0.02528255950525636,-0.0025199168919290485,-0.0169928254417651,0.00580617368509572,-0.008692556615685156,0.0017767759961632129,-0.0015141875563642244,0.0003621986254211578,0.005407448274394541,-0.010147493886959524,-0.005032668906147278,0.011470064457492046,0.018870146218980473,0.016309621282498233,-0.01737477580196552,0.0008195305991317668,0.0003230762459803268,0.0025225248222393993,0.0015856235030391498,-0.004377165070046922,0.0020682043415720572,0.009192326338538,0.0017769940161398486,0.013082463073073699,0.0027440942949870334,0.017736895355426854,-0.007745760083673104,0.0029063359722871214,0.0013722270528684238,0.00606849045155408,1466_1.jpg
-0.05527885377777201,0.002872438846430003,0.006610948945791999,0.017538565099823083,-0.001308051674329124,-0.021549087116434607,0.0037583539367065594,0.005600020392654162,0.0168540556683028,-0.0015557469555060452,0.024362579548231122,-0.012510553914036717,0.00046974648621802927,0.008675379609586482,-0.004654913083182867,0.009480036323876125,-0.00709126297717789,0.006168822425008489,-0.005258291090681109,0.008677009236465954,0.009706380639532837,-0.016918622911546072,0.005100683037134049,0.01382011787371583,-0.0042699235171909725,-0.0007244206822126255,-0.000745412701724805,0.0032027806419478587,0.010260272298355558,-0.0029564254657890874,0.007205929127743522,-0.008072476836000674,-0.0030437761491835364,-0.006717963691374393,0.0052517939689481685,0.001705694016898931,0.014903035234171736,-0.0064955394742441394,0.002021654580277419,0.006421904344124241,0.0003534798315231658,0.0178894932245518,1525_1.jpg
-0.02966418375706465,-0.017492383366645624,-0.0058908722215897805,0.007818523262170746,0.001310671964914063,-0.023903033870432088,0.017900314100490863,-0.02394215010419567,-0.012335350665837668,0.0018917671138903149,-0.007499767442947102,0.0021384991483806193,-0.007877495677196268,0.004793213242263243,-0.014084021499754764,0.003724190333701752,0.00472224989282584,0.011464076981095962,-0.0016677201274623034,-0.006854009386221335,-0.003457701864670166,0.006777580771422976,-0.008762399717214838,0.002660759484263669,0.006711742628912643,-0.00499403667154231,0.0010921512318517793,-0.011180433109802644,0.002258317174256525,-0.015288847214711274,-0.0012508075948683517,0.0014147769439901226,-0.00417351873450078,0.0027498868288035887,-0.0013091749873564383,0.0034983212156618083,-0.0007026868599252915,-0.016357490920174682,-0.011590201099736904,0.0011120626237867413,0.0001599350889776446,-0.0018312034379291073,1565_1.jpg
0.09016181592198322,0.02175694045132927,0.027047527609899338,-0.009514910757516723,-0.02490498194057289,0.0019882349449060173,0.03831469712241037,-0.024635107177146228,0.01152036673626904,0.006886779144916494,-0.01591955896184954,-0.007546889230901782,-0.024156442097680073,-0.006325080133454589,0.008231768310677968,-0.004144712320115297,-0.0029334944968674994,-0.007761918158121415,-0.010617528254509076,0.025157358381914022,-0.020807336165646197,-0.0021610049774655566,0.0137315298007016,-0.007242325011412018,-0.008308443554186648,-0.011172584414766085,-0.016594402528396546,-0.0037923016463524426,0.004502600869417159,-0.004092550478338201,-0.005799634263885984,-0.003931149935962446,0.004946736583135358,-0.009578030426529374,-0.002549939229485551,-0.001476344276061904,0.0040797123993060866,0.004416056925654524,-0.011641757210652056,0.0008553366408639283,0.005632933804300517,0.0036295949177374,1597_1.jpg
0.020663002063709586,-0.03105220981456558,0.029395858380879384,-0.009909294654515555,-0.004444227491628693,1.4716143667637062e-05,-0.009920376999226738,-0.00022570800658956204,-0.01842991889133906,-0.01069018451455158,-0.01762296687244517,-0.01749481688514976,0.01228403852020915,0.008339191444849917,0.03544454702875021,0.010353077624407897,-0.0017047909572505148,-0.0069819179356362315,0.004137542869526222,-0.006806586942970468,-0.0012601393255288757,-0.005627379317906252,0.009024650028148052,0.014639195057175697,0.0014849837201577633,-0.004955074596353833,-0.004855854857672937,0.0009141486604032476,-0.010576322676672427,0.003843447125374743,-0.011853862652773333,-0.006292452793222438,-0.003797345966912314,0.008511566764542098,0.0035077807252356314,-0.004164988420252443,-0.006516907137508982,-0.0021090296505230062,0.00986364101040039,-0.006203959196006223,-0.004431936365697895,0.006324488726862454,1642_1.jpg
-0.051651929641590544,-0.005728565920640963,-0.0187657381161797,0.006728356363797512,-0.021444349552498625,0.009624181391216444,0.007489327830718354,0.01609689442557059,0.011521554343301658,-0.00028925749060067517,-0.01460200556908142,0.013760144855714284,0.00033969980169884793,-0.007785366947004967,-0.0014115013739542611,0.003984201741130633,-0.01217820453674877,0.0005398510859380656,0.00119623266053511,0.009023998348109534,0.013059787928954857,0.005242436896185759,0.0019754178798428645,0.00016675322540049447,-0.003991068877176059,-0.005606330351077883,0.003269159081278735,0.002651176107580146,-0.007147825311864877,-0.0028085316911327283,-0.0006697871846388905,0.004713015410926847,-0.005587003951555348,0.007086081804553283,0.003358277847770564,0.0021925287066434365,-0.014681456466657927,0.0030153318744678545,0.002937056706603449,0.01130790557593141,0.0003123302882362043,0.00114553776920421,1658_1.jpg
-0.05649876678948591,0.000526482308515261,-0.027551592631766878,0.0018897552967775174,-0.024186941330077545,0.018191443257227043,-0.0019420054409808214,0.016101953068336228,0.006779168509854512,-0.003231151966302141,-0.005973430265919248,0.0017735578506578242,-0.0038990398038168954,-0.00042089245366593714,0.007335222395011052,0.015335102454565723,0.011755217703357928,0.0023938134683687716,0.0037999393756557444,-0.003591006193167585,0.0033316986017299503,-0.004494030558861683,-0.0031446290013503993,-0.0024062145987574705,-0.004045915615465306,-0.0034241492052540018,-0.004618524713843717,0.0009584001096730269,0.004932942883146898,0.004010980047593439,0.005987411167054574,-0.00036107697875389737,-0.0015018034237223158,-0.0070090288008526035,0.007261650133929733,0.0008861664938577882,0.002019909876998655,0.007068627936173107,-0.004397446591234706,-0.004318124846189116,-0.006546588244883936,-0.0032473653547982605,1659_1.jpg
-0.07682718652759894,0.01660341154646984,0.009060266042320448,0.018831370212671644,0.00932997330804239,0.03566373051514151,-0.010758090027682481,-0.01908031164460722,-0.0033416038872193282,-0.004103747207249029,0.007446268154456443,0.013451216632502414,-0.0012052147954046564,0.0034400597052827004,-0.0034171897909092124,0.011275975706199128,0.004883298176170012,0.000741157787775517,-0.003298607055025976,0.002060148646575716,-0.01152250318124665,-0.005308338130546109,0.009127501819692331,-0.013013764946774267,-0.0019161433069735095,0.001102488778488009,-0.005667077460102727,-0.004911911337650492,-0.009663580196082605,-0.008287126926519176,-0.0006945610515572674,0.0014877366493898324,0.003583949435660773,0.004150945973929344,-0.0011764011442729361,-0.004652642326928592,-0.004266442687464444,0.003972726670867037,0.011489151769376043,0.008424018681737009,-0.0040317198185548615,-0.006204688058699188,1811_1.jpg
-0.039714597916955315,-0.011468987445513914,-0.0055482970289294,0.018388620743960683,-0.013991696643935835,0.006892171476481897,0.0037680986026016675,0.006798192607279386,0.008586798843686627,-0.005811802905675676,-0.02253810792613778,0.013089771794112148,0.0002431484040938809,-0.015531769126963333,-0.011631552469413872,-0.0042392456403104375,-0.018216705291947244,-0.005103368937852164,0.0047021191736409534,0.007761973849543797,0.010818319115505392,0.002970504865353733,-0.007053417341161765,0.007203670110191552,-0.008631866182660751,-0.011199713923040828,0.003209514318680175,0.006665554961131426,-0.00796799734306326,0.007147689499952033,0.002012002181600778,0.006070498949532798,-0.01049075991874553,-0.014222068138703555,-0.011872403082474283,-0.0025246651469118643,0.010774165909836072,-0.0014262797965208236,0.009150616234808171,0.007394846144438473,-0.00023178613443387781,-0.0007617798247831195,1852_1.jpg
0.0347797886619699,-0.006240198730738728,0.030317717273351138,-0.007070123223147953,-0.007111636955296381,0.005972070656738794,-0.02255758000543884,-0.004704354492309934,-0.022926586365723364,-0.0030554071306919273,-0.01040946213411324,-0.013953271851295733,0.018661599515266615,-0.005850489857872908,0.01810600525421784,0.0024907179496091456,0.00241050475659694,-0.000791081684690379,-0.004824434104240548,6.160645594097262e-05,0.010107383218048325,-0.0029820732225400858,0.022463153545926172,0.010118585571710081,-0.0038050099486149048,-0.01528204725932338,0.008669000355309207,-0.0003040817400947803,0.003914190564725763,-0.001327435268332898,0.007767474328020134,0.005188834430350486,-0.010244107233554721,-0.0059566366011234925,-0.01127221855759716,0.007118652096724273,-0.00482860725212433,-0.0023427010707527188,-0.011434688021048744,0.0036736904210255992,0.010608807578426967,-0.0037455241416293667,1853_1.jpg
0.002681851999646536,0.0006322760247633479,0.07598135534620126,0.005070509849086496,0.0019508996174377442,-0.0260622752054881,-0.011043052287814175,0.04169420761498788,-0.00949093665598668,-0.012701720484500507,0.02510944929405591,0.014119825474214743,-0.006372057791173895,-0.005600881845459801,-0.006684664036898928,0.012160794685826187,-0.000729908411791009,0.002786165651381083,-0.0020483156093855847,0.016627815538116163,-0.006404421697299918,0.007549934192132548,-0.013226853509618015,-0.01482102462763073,0.014825368362295624,-0.012101621574959202,-0.009616106581178238,-0.003346256846911293,0.002091906102614018,0.005523187638382469,-0.013459892481706608,-0.005108276842424569,-0.014021790048419849,0.0055202005382681985,-0.011097791023284384,0.004853851369184176,-0.0035453502958216585,0.0036821382483929856,-0.0007914312734472805,-0.0030734589647147493,1.7196208739278127e-05,-0.0009736476386604469,1854_1.jpg
-0.09707434308416654,0.03619431319602779,-0.01193568198858705,-0.03347302880683628,-0.02326775087070288,0.013448778646227072,0.031143131157854078,0.0246458000644977,-0.030219113590263347,-0.0022280260276020592,0.005476942713855514,-0.008786144000601124,0.01622847214473063,-0.0007574766822102069,-0.006173890385271239,0.004010285697308603,-0.008593619662660135,0.008894416463794833,-0.01929812222643037,0.0016638545327356021,0.0044536450207493675,0.006311402502019449,0.009464836689051985,-0.009372329116896108,0.007725041757826364,0.02281121075299658,0.008309439060112231,0.007240458121716052,0.009064071935887532,-0.005258083156774519,-0.0075241609697304325,0.00866910005930147,0.0017621248502225598,-0.0022771831760079117,-0.007752507627550989,-0.011142115806746065,0.002945730557825276,-0.006551018033470429,-0.0038641037726043098,-0.0005078007649197471,0.0017909638069395306,-0.0008307945915095842,1871_1.jpg
0.04337740733112022,-0.03538424586678824,-0.004506196904395595,-0.010492870899680812,0.0054633221077999335,0.012661826321592951,-0.004216553151251077,-0.009765083012567455,0.001195380288590794,0.002965616661135292,-0.005264168675178349,-0.02134398895192238,0.012482014797736397,-0.015267442841235655,-0.015554014196546236,0.013554304260488733,0.009083701482931108,-0.001201896942510063,0.0031068721542661837,0.005753934050048104,0.010361972035362464,0.00034934935714470947,0.00048402850304786433,-0.002965528358619028,0.011694571304291832,0.002212724778686365,-0.009288544846479105,-0.004975295610222694,0.009679229541730472,-0.0016190218576213114,0.0020968064153030347,0.001764965652563023,-0.008890179645583902,-0.002441437663552529,0.005532016968130234,0.002628042948143088,0.013555291588840824,-0.00012026163790627284,0.009492215281597972,-0.007921033789255787,0.0033979028780179495,-0.016584680522697046,1917_1.jpg
